review_id,review_text,aspect_term,opinion,aspect,sentiment,user_id,date,url_review
1,"Очень благодарна академии за курс по Нутрициологии! Знаний столько, что лет на 5 обучения хватило бы) Программа выстроена прекрасно, информация укладывается постепенно, тесты и домашние задания очень помогают закрепить пройденный материал! Кураторы на связи, дополнят, помогут, ответят на вопросы. К концу программы даже до экзамена начала практиковать- вела марафоны. Очень радует, что доступ открыт на год ещё, постоянно пересматривала материал, очень помогает в работе, потому что вопросы появляются именно в процессе! Сейчас перешла на платные консультации, спокойно и уверенно) Благодарю за качественный курс!",курс по Нутрициологии,Очень благодарна,Общее,положительная,Irina Brikova,03.04.2022,https://www.sravni.ru/shkola/edpro/otzyvy/549187/
1,"Очень благодарна академии за курс по Нутрициологии! Знаний столько, что лет на 5 обучения хватило бы) Программа выстроена прекрасно, информация укладывается постепенно, тесты и домашние задания очень помогают закрепить пройденный материал! Кураторы на связи, дополнят, помогут, ответят на вопросы. К концу программы даже до экзамена начала практиковать- вела марафоны. Очень радует, что доступ открыт на год ещё, постоянно пересматривала материал, очень помогает в работе, потому что вопросы появляются именно в процессе! Сейчас перешла на платные консультации, спокойно и уверенно) Благодарю за качественный курс!",знаний,"столько, что лет на 5 обучения хватило бы",Контент,положительная,Irina Brikova,03.04.2022,https://www.sravni.ru/shkola/edpro/otzyvy/549187/
1,"Очень благодарна академии за курс по Нутрициологии! Знаний столько, что лет на 5 обучения хватило бы) Программа выстроена прекрасно, информация укладывается постепенно, тесты и домашние задания очень помогают закрепить пройденный материал! Кураторы на связи, дополнят, помогут, ответят на вопросы. К концу программы даже до экзамена начала практиковать- вела марафоны. Очень радует, что доступ открыт на год ещё, постоянно пересматривала материал, очень помогает в работе, потому что вопросы появляются именно в процессе! Сейчас перешла на платные консультации, спокойно и уверенно) Благодарю за качественный курс!",программа,выстроена прекрасно,Контент,положительная,Irina Brikova,03.04.2022,https://www.sravni.ru/shkola/edpro/otzyvy/549187/
1,"Очень благодарна академии за курс по Нутрициологии! Знаний столько, что лет на 5 обучения хватило бы) Программа выстроена прекрасно, информация укладывается постепенно, тесты и домашние задания очень помогают закрепить пройденный материал! Кураторы на связи, дополнят, помогут, ответят на вопросы. К концу программы даже до экзамена начала практиковать- вела марафоны. Очень радует, что доступ открыт на год ещё, постоянно пересматривала материал, очень помогает в работе, потому что вопросы появляются именно в процессе! Сейчас перешла на платные консультации, спокойно и уверенно) Благодарю за качественный курс!",информация,укладывается постепенно,Контент,положительная,Irina Brikova,03.04.2022,https://www.sravni.ru/shkola/edpro/otzyvy/549187/
1,"Очень благодарна академии за курс по Нутрициологии! Знаний столько, что лет на 5 обучения хватило бы) Программа выстроена прекрасно, информация укладывается постепенно, тесты и домашние задания очень помогают закрепить пройденный материал! Кураторы на связи, дополнят, помогут, ответят на вопросы. К концу программы даже до экзамена начала практиковать- вела марафоны. Очень радует, что доступ открыт на год ещё, постоянно пересматривала материал, очень помогает в работе, потому что вопросы появляются именно в процессе! Сейчас перешла на платные консультации, спокойно и уверенно) Благодарю за качественный курс!",тесты и домашние задания,очень помогают закрепить пройденный материал,Практика,положительная,Irina Brikova,03.04.2022,https://www.sravni.ru/shkola/edpro/otzyvy/549187/
1,"Очень благодарна академии за курс по Нутрициологии! Знаний столько, что лет на 5 обучения хватило бы) Программа выстроена прекрасно, информация укладывается постепенно, тесты и домашние задания очень помогают закрепить пройденный материал! Кураторы на связи, дополнят, помогут, ответят на вопросы. К концу программы даже до экзамена начала практиковать- вела марафоны. Очень радует, что доступ открыт на год ещё, постоянно пересматривала материал, очень помогает в работе, потому что вопросы появляются именно в процессе! Сейчас перешла на платные консультации, спокойно и уверенно) Благодарю за качественный курс!",кураторы,"на связи, дополнят, помогут, ответят на вопросы",Команда сопровождения,положительная,Irina Brikova,03.04.2022,https://www.sravni.ru/shkola/edpro/otzyvy/549187/
1,"Очень благодарна академии за курс по Нутрициологии! Знаний столько, что лет на 5 обучения хватило бы) Программа выстроена прекрасно, информация укладывается постепенно, тесты и домашние задания очень помогают закрепить пройденный материал! Кураторы на связи, дополнят, помогут, ответят на вопросы. К концу программы даже до экзамена начала практиковать- вела марафоны. Очень радует, что доступ открыт на год ещё, постоянно пересматривала материал, очень помогает в работе, потому что вопросы появляются именно в процессе! Сейчас перешла на платные консультации, спокойно и уверенно) Благодарю за качественный курс!",доступ,"открыт на год ещё, постоянно пересматривала материал, очень помогает в работе",Платформа,положительная,Irina Brikova,03.04.2022,https://www.sravni.ru/shkola/edpro/otzyvy/549187/
1,"Очень благодарна академии за курс по Нутрициологии! Знаний столько, что лет на 5 обучения хватило бы) Программа выстроена прекрасно, информация укладывается постепенно, тесты и домашние задания очень помогают закрепить пройденный материал! Кураторы на связи, дополнят, помогут, ответят на вопросы. К концу программы даже до экзамена начала практиковать- вела марафоны. Очень радует, что доступ открыт на год ещё, постоянно пересматривала материал, очень помогает в работе, потому что вопросы появляются именно в процессе! Сейчас перешла на платные консультации, спокойно и уверенно) Благодарю за качественный курс!",курс,качественный,Общее,положительная,Irina Brikova,03.04.2022,https://www.sravni.ru/shkola/edpro/otzyvy/549187/
2,"Информация представлена последовательно, позволяя освоить весь объём знаний шаг за шагом. Учебный процесс начинается с базовых понятий и постепенно усложняется, охватывая продвинутые темы, а новые модули открываются постепенно. Основное преимущество — удобный формат видеолекций, как в онлайн-режиме, так и в записи. Эксперты делятся своим опытом и предлагают рекомендации. Плюс всегда можно задать вопрос и сразу получить разъяснение. После каждого занятия остаются презентации и дополнительные материалы для самостоятельного изучения. Гибкий график позволяет планировать обучение индивидуально, сочетая учёбу с работой. Практическое применение теории обеспечивается разнообразием заданий: от простых тестов до комплексных домашних заданий, проверяемых преподавателем. Это помогает закрепить полученные знания. Однако есть некоторые моменты, заслуживающие внимания: Интенсивность учебного процесса высокая, особенно для новичков, совмещающих курсы с рабочей нагрузкой. Для глубокого понимания отдельных тем требуется дополнительная самостоятельная подготовка, так как лекции иногда оказываются недостаточно подробными. Новичкам может показаться сложным начало обучения, поскольку иногда создается впечатление, что авторы предполагают наличие начального уровня подготовки у учащихся. Подводя итог, этот курс подойдёт тем, кто способен уделять внимание самостоятельной работе и активно вовлекаться в учебный процесс. У меня уже есть определённый опыт работы с Python, поэтому многое из того, что даётся в курсе, показалось знакомым. Честно говоря, большую часть информации можно найти и в открытых источниках — туториалах, документации, статьях или видео на YouTube. Однако там всё разрознено: чтобы собрать цельную картину, нужно самому искать, фильтровать и выстраивать логику обучения. А это требует серьёзной дисциплины и времени. курс же берёт на себя эту работу — он систематизирует знания и подаёт материал в удобном для восприятия порядке.",информация,представлена последовательно,Контент,положительная,Юлия,26.10.2025,https://www.sravni.ru/shkola/netologiya/otzyvy/1015565/
2,"Информация представлена последовательно, позволяя освоить весь объём знаний шаг за шагом. Учебный процесс начинается с базовых понятий и постепенно усложняется, охватывая продвинутые темы, а новые модули открываются постепенно. Основное преимущество — удобный формат видеолекций, как в онлайн-режиме, так и в записи. Эксперты делятся своим опытом и предлагают рекомендации. Плюс всегда можно задать вопрос и сразу получить разъяснение. После каждого занятия остаются презентации и дополнительные материалы для самостоятельного изучения. Гибкий график позволяет планировать обучение индивидуально, сочетая учёбу с работой. Практическое применение теории обеспечивается разнообразием заданий: от простых тестов до комплексных домашних заданий, проверяемых преподавателем. Это помогает закрепить полученные знания. Однако есть некоторые моменты, заслуживающие внимания: Интенсивность учебного процесса высокая, особенно для новичков, совмещающих курсы с рабочей нагрузкой. Для глубокого понимания отдельных тем требуется дополнительная самостоятельная подготовка, так как лекции иногда оказываются недостаточно подробными. Новичкам может показаться сложным начало обучения, поскольку иногда создается впечатление, что авторы предполагают наличие начального уровня подготовки у учащихся. Подводя итог, этот курс подойдёт тем, кто способен уделять внимание самостоятельной работе и активно вовлекаться в учебный процесс. У меня уже есть определённый опыт работы с Python, поэтому многое из того, что даётся в курсе, показалось знакомым. Честно говоря, большую часть информации можно найти и в открытых источниках — туториалах, документации, статьях или видео на YouTube. Однако там всё разрознено: чтобы собрать цельную картину, нужно самому искать, фильтровать и выстраивать логику обучения. А это требует серьёзной дисциплины и времени. курс же берёт на себя эту работу — он систематизирует знания и подаёт материал в удобном для восприятия порядке.",формат видеолекций,удобный,Контент,положительная,Юлия,26.10.2025,https://www.sravni.ru/shkola/netologiya/otzyvy/1015565/
